Lambda,Average Penalty,Standard Deviation,Average Reward
0.0,-0.06581739093251757,0.001280332652195374,119.45826597213745
0.1,-0.03797072214110496,0.0011860848928900358,-86.02468940019608
0.2,-0.037625867167873826,0.0010430494761579918,-86.49217231869697
0.3,-0.037457552092465415,0.0011212747578739314,-27.526208639144897
0.4,-0.03624652641954465,0.0011747958508110778,111.8537803351879
0.5,-0.02686692205711269,0.001219360022361976,111.30795179009438
0.6,-0.025221461665634586,0.0011129449621593592,110.52949964404107
0.7,-0.02468809341817344,0.0013567580167744295,109.72109069228172
0.8,-0.023854405566525086,0.001587588910260306,108.80412940979004
0.9,-0.023984167211247333,0.0016416479244646762,107.64054006934165
1.0,-0.026436391605195435,0.002192247765870038,105.41059879660607
