Lambda,Average Penalty,Standard Deviation,Average Reward
0.0,-0.06597269505773018,0.0008352961018207043,119.91035292744637
0.1,-0.03784615045198714,0.0014663093087716233,-86.84601218104362
0.2,-0.03621074337315932,0.0016971871569592403,-88.43895022273064
0.3,-0.036692758826510255,0.0016523907694421182,-89.55272480845451
0.4,-0.034776659768999685,0.0014866320051697664,-90.58336540460587
0.5,-0.027074816380417355,0.0009835953193281656,111.40308499336243
0.6,-0.025884564714652402,0.001144225094026384,110.34309577941895
0.7,-0.025556224043470382,0.0009902186420138333,109.29344273209571
0.8,-0.025267417252166045,0.0014612993340029877,108.0735966205597
0.9,-0.025952847686573743,0.0010538214892040257,106.84703397750854
1.0,-0.02791774948744468,0.0013601946491643773,104.96949817538261
