Lambda,Average Penalty,Penalty StdDev,Average Reward
0.0,-0.06575763216059853,0.00015624365459058532,119.66431884527205
0.1,-0.04145908052387127,0.0028446229858238377,-73.49833095788956
0.2,-0.03973714954091868,0.002236507065935666,-54.72621529579162
0.3,-0.0385165238557423,0.001469770779447383,-20.033828424215315
0.4,-0.036762606949227006,0.001814666858696724,-1.1350378942489634
0.5,-0.02735612196491552,0.0025971617966931274,111.31666401863097
0.6,-0.026408965985487864,0.0024747668056741183,110.33273446083066
0.7,-0.02621335436977784,0.002563308243933277,109.31086663842203
0.8,-0.026275574921200907,0.002346047100708874,108.14890668511391
0.9,-0.02702059008543974,0.002372793399039112,106.91361317276956
1.0,-0.028417639559717302,0.001089605185567171,100.84996158838273
