Lambda,Average Penalty,Standard Deviation,Average Reward
2,-0.016238634,0.0070878747,-5.255210700514726
3,-0.009833405,0.0035305037,-6.4344373983331025
4,-0.010344788,0.0035541984,-7.377175688464194
