Lambda,Average Penalty,Standard Deviation,Average Reward
2,-0.019193038,0.0058573997,-6.206590305012651
3,-0.008229806,0.004245496,-5.3263945212122055
4,-0.007928875,0.003365456,-6.215739742736332
