Lambda,Average Penalty,Standard Deviation,Average Reward
1,-0.013751147,0.006657981,-3.234174687368795
2,-0.016592797,0.006719813,-5.537804661312839
3,-0.011117963,0.005775475,-5.842418687418103
4,-0.01045023,0.002782919,-6.940226956829429
5,-0.008838,0.0028990319,-7.538782082218677
