Lambda,Average Penalty,Penalty StdDev,Average Reward
1,-0.016555334,0.0017243365,-3.7739587476887393
2,-0.015331784,0.002299733,-5.040715596992523
3,-0.011176057,0.0010853669,-5.467634224687936
4,-0.012330601,0.0010652068,-8.037427201201208
5,-0.011468099,0.0019789643,-8.796932677489242
