Lambda,Average Penalty,Standard Deviation,Average Reward
0.1,-0.04254772961139679,0.0,115.97823071479797
0.2,-0.042136111924814625,0.0,115.0244163274765
0.3,-0.03160648283205534,0.0,112.59455543756485
0.4,-0.029300505068244005,0.0,112.61912304162979
0.6,-0.027445201575756074,0.0,109.95426744222641
0.7,-0.029004201656434594,0.0,108.92240869998932
0.8,-0.021772921085357666,0.0,109.06062668561935
0.9,-0.02266113932539777,0.0,108.14113146066666
