Lambda,Average Penalty,Standard Deviation,Average Reward
0.1,-0.03721086127417428,0.0,-86.85634863376617
0.2,-0.034168113768100736,0.0,114.77846449613571
0.3,-0.02956903608221757,0.0,113.05326145887375
0.4,-0.02989153563976288,0.0,112.6209722161293
0.6,-0.026774150569264483,0.0,110.56237733364105
0.7,-0.02600410657051282,0.0,108.80838769674301
0.8,-0.029740077257156373,0.0,107.13890731334686
0.9,-0.024666703664339505,0.0,107.43030428886414
