Lambda,Average Penalty,Penalty StdDev,Average Reward
0.0,-0.06620721873514276,0.00024646115885358416,119.62433952808381
0.1,-0.04169215494185216,0.0005430002356808229,-86.15138904452326
0.2,-0.03422315503629288,0.0006343767417490767,-1.7340894079208389
0.3,-0.0324258332561342,0.0007214817691622183,49.09662817716599
0.4,-0.03030973838714835,0.000582978564134223,68.08105426430703
0.5,-0.027280258478904168,0.0006659037528962875,111.53052183270454
0.6,-0.02662519908728377,0.0004897933997759041,110.37592754244804
0.7,-0.026834046057706545,0.0005329950481778536,109.07094969153404
0.8,-0.027020008097450438,0.0008298881400525982,99.79464102745055
0.9,-0.02709176222200611,0.0009002101875909693,106.65410003066063
1.0,-0.027847357790604745,0.0008105511374393186,101.04865650057793
