Lambda,Average Penalty,Penalty StdDev,Average Reward
2,-0.011813592,0.0007554139,-5.326016899204115
3,-0.028359367,0.006983011,-10.37165328017436
4,-0.02492689,0.0063824086,-11.483916707581376
