Lambda,Average Penalty,Standard Deviation,Average Reward
2,-0.0127919465,0.0074235466,-5.964283569646068
3,-0.033229515,0.03376854,-11.717032689228654
4,-0.016957084,0.022677097,-10.112196024088188
