Lambda,Average Penalty,Standard Deviation,Average Reward
0.1,-0.03509020805358887,0.0,-87.54963111877441
0.2,-0.03784481684366862,0.0,-88.80790305137634
0.3,-0.03426220417022705,0.0,-89.89323794841766
0.4,-0.03212695952617761,0.0,-91.87328767776489
0.6,-0.024934858889193147,0.0,-90.90800458192825
0.7,-0.027500094437017675,0.0,-91.06888395547867
0.8,-0.025730771453757035,0.0,-93.09284973144531
0.9,-0.026692806063471613,0.0,-93.87362587451935
