Lambda,Average Penalty,Standard Deviation,Average Reward
0.0,-0.06571425912406623,0.0011307538627249596,119.32216510772705
0.1,-0.04070423967727689,0.0014899752188745838,-85.90900239944457
0.2,-0.03352624598791961,0.0012190932197991566,95.2357444703579
0.3,-0.03146861822158623,0.0012886063598526777,113.90576831698418
0.4,-0.030374750125451988,0.0010035097683301513,112.83135170936585
0.5,-0.02600292125289912,0.0012410597058961682,111.90033061504364
0.6,-0.02586583780563066,0.0010092109451470285,111.10753358006477
0.7,-0.02619156514867323,0.0016472401929009076,109.69745544195175
0.8,-0.026620464885237543,0.0017419114612827764,108.40655140280724
0.9,-0.02735401065069143,0.001059900558281371,107.06641690731048
1.0,-0.029077198941623965,0.000835700895610348,104.89182063937187
