Lambda,Average Penalty,Penalty StdDev,Average Reward
0.0,-0.06589573739287538,0.00019201284594496846,115.63104344367983
0.1,-0.03957361673263852,0.0008986789621648266,-86.63681336164474
0.2,-0.033658513298987926,0.001470041058577596,-30.219043867588038
0.3,-0.032031147874310474,0.0008192786359069739,37.03632703185081
0.4,-0.030375951423413226,0.00034795565632289203,64.18316319465637
0.5,-0.027249570864867196,0.0006069987373772863,111.47879286646844
0.6,-0.026967051817270226,0.0005482135050199537,106.29284990429878
0.7,-0.02739386279010771,0.0006803377174603619,92.90128381371498
0.8,-0.02749637833399634,0.00036336944582488525,99.68264038562775
0.9,-0.027761171559469767,0.0004619770974354232,102.4467281615734
1.0,-0.028378246180594386,0.0005433914307656746,104.87796095848084
