Lambda,Average Penalty,Standard Deviation,Average Reward
0.0,-0.0656954521477586,0.0010744271165962199,99.34004173874855
0.1,-0.03971399589394971,0.0008644074950115497,-86.56137343049049
0.2,-0.032634782307166675,0.0010544264623866908,-86.42418197393417
0.3,-0.03100512018965857,0.0013726115509345282,12.98709852695465
0.4,-0.030546998568611185,0.0011066689017717266,72.51864873170852
0.5,-0.02638330759520153,0.0015259902826447783,111.49007080197335
0.6,-0.027109952718971514,0.0012781748310011888,90.63829364180565
0.7,-0.02834763294639179,0.0009703578208623083,68.71894698739052
0.8,-0.027276992642488385,0.0013829635763746646,107.82457765340806
0.9,-0.02821545382133068,0.0013748379861595293,106.34994553923607
1.0,-0.028103995502457808,0.0011585689421045127,104.89039285778999
