Lambda,Average Penalty,Standard Deviation,Average Reward
2,-0.015623888,0.0070632594,-4.985035149357282
3,-0.013345191,0.0061025736,-6.240720822662115
4,-0.011702521,0.006042946,-7.83660083534196
