Lambda,Average Penalty,Standard Deviation,Average Reward
0.1,-0.041623292784941826,0.0,-83.87859710305929
0.2,-0.04078208483182467,0.0,-83.4728842265904
0.3,-0.04030393484311226,0.0,-82.80728878080845
0.4,-0.04174492210149765,0.0,-82.99337569624186
0.6,-0.04264904771532331,0.0,118.73143134266138
0.7,-0.03764220476150513,0.0,117.72088581323624
0.8,-0.040615395801823315,0.0,118.02113376557827
0.9,-0.040843027559193695,0.0,119.48367204517126
