Lambda,Average Penalty,Penalty StdDev,Average Reward
0.1,-0.03901934347770832,0.002863433771001378,-87.07801632086436
0.2,-0.03721921473360231,0.0008650545271922655,-88.26921786864598
0.3,-0.03100851774316886,0.0013988469486504423,-89.86341718832652
0.4,-0.031403957277108874,0.0017034750923111057,-90.7240453561147
0.6,-0.029327230572867458,0.0029621068006513867,-92.86067231496175
0.7,-0.02860566567658027,0.00027774903035173045,-92.93750502665837
0.8,-0.028735353054364202,0.0014035171239805402,-27.102223813533783
0.9,-0.026786651959021884,0.0017028283847011923,-28.375338514645893
