Lambda,Average Penalty,Standard Deviation,Average Reward
0.1,-0.044355341366359165,0.0,116.62992775440216
0.2,-0.04464856153581201,0.0,113.97394359111786
0.3,-0.044249988183742615,0.0,112.0181320309639
0.4,-0.043562266884780515,0.0,110.225590467453
0.6,-0.023860329673403784,0.0,111.62899553775787
0.7,-0.02177625610714867,0.0,110.6564069390297
0.8,-0.02157297588530041,0.0,109.6484466791153
0.9,-0.022962061370291362,0.0,108.27423423528671
