Lambda,Average Penalty,Penalty StdDev,Average Reward
2,-0.008536745,9.313226e-10,-4.820574234379454
3,-0.007874871,0.00024013848,-5.954380123356822
4,-0.0073924833,0.0009791532,-7.062401142905
