Lambda,Average Penalty,Standard Deviation,Average Reward
2,-0.018420067,0.0074808807,-5.606703295343323
3,-0.012121042,0.0040662806,-7.144663656689227
4,-0.009987796,0.0061983927,-7.464815292146523
