Lambda,Average Penalty,Standard Deviation,Average Reward
2,-0.011647394,0.0045826854,-5.093524921208155
3,-0.0071804067,0.00401901,-8.940035941731185
4,-0.0051974514,0.002337869,-6.724081610143185
