Lambda,Average Penalty,Standard Deviation,Average Reward
2,-0.010974608,0.0034879653,-5.8059734355658295
3,-0.009308984,0.005966627,-9.123208502680063
4,-0.006037985,0.0034876147,-7.8432168491883205
