Lambda,Average Penalty,Standard Deviation,Average Reward
0.1,-0.047361417895271665,0.0,-81.23713551461697
0.2,-0.0443656189101083,0.0,-81.58851352706552
0.3,-0.04086382474218096,0.0,118.56704346835613
0.4,-0.04254737794399262,0.0,117.22973796725273
0.6,-0.04519522867419503,0.0,118.41783303616103
0.7,-0.04531107253806536,0.0,118.08671204466373
0.8,-0.03897220889727274,0.0,117.45225577428937
0.9,-0.040798803170522056,0.0,117.99871286004782
