Lambda,Average Penalty,Standard Deviation,Average Reward
0.1,-0.042453419831064015,0.0,-86.1956148147583
0.2,-0.04025462932056851,0.0,-87.84442836046219
0.3,-0.037741543473424136,0.0,-88.80194264650345
0.4,-0.03525607122315301,0.0,-91.01560264825821
0.6,-0.029288075691045717,0.0,110.16214501857758
0.7,-0.028476590201968237,0.0,108.69871431589127
0.8,-0.02894649810569231,0.0,107.69180619716644
0.9,-0.030538662177760426,0.0,105.3245057463646
