Lambda,Average Penalty,Penalty StdDev,Average Reward
0.1,-0.04172969007954868,0.0009999209910107273,116.67730813026428
0.2,-0.0382903570755485,0.0009311993496067708,114.68319162130356
0.3,-0.03249824925365611,0.0014223167099214067,112.87131288051606
0.4,-0.028154662670989483,0.0012306370251630241,112.70675466060638
0.6,-0.02835512727618329,0.0006402911537845224,110.1478905916214
0.7,-0.029821732715724098,0.0005474445518991319,108.56807271242141
0.8,-0.022156619245500237,0.0005497570336048032,109.14597645998
0.9,-0.023365845869114454,0.0007852987405085976,108.21943345069886
