Lambda,Average Penalty,Standard Deviation,Average Reward
0.1,-0.04167304387906703,0.0,116.09070688486099
0.2,-0.03929486870765686,0.0,114.78833973407745
0.3,-0.03379309773445129,0.0,113.2520642876625
0.4,-0.026550355553627013,0.0,112.47930574417114
0.6,-0.027226235622014754,0.0,109.8915131688118
0.7,-0.029014370790342005,0.0,108.65845477581024
0.8,-0.021125110184274067,0.0,109.47505217790604
0.9,-0.022816044528309893,0.0,108.26707720756531
