Lambda,Average Penalty,Penalty StdDev,Average Reward
2,-0.013327131,0.0025153738,-4.300511127071513
3,-0.013024779,0.0021411492,-5.737915669693902
4,-0.011529262,0.0023612531,-7.177801509685233
