Lambda,Average Penalty,Standard Deviation,Average Reward
0.0,-0.06596093914041158,0.0007608762749419895,119.66113588809966
0.1,-0.04420452554131483,0.0014235151464470116,-85.49140980243683
0.2,-0.03749949331995635,0.0010641909337395408,75.66729831695557
0.3,-0.036410505058033546,0.0011857205911391707,114.04483273625374
0.4,-0.03447858304161049,0.0007493668381270327,112.51936663985252
0.5,-0.03211731022355996,0.0013376223281797814,111.14511839151382
0.6,-0.030968764204680522,0.0013411431781821333,109.9646189749241
0.7,-0.02966796490768365,0.0016485289381153812,108.75239831805229
0.8,-0.029322105277734423,0.0011818470156350976,107.68955062627792
0.9,-0.02970660902051243,0.0007401053811551208,106.46668446063995
1.0,-0.02930014941896945,0.001311562839115088,104.82426657676697
