Lambda,Average Penalty,Standard Deviation,Average Reward
0.0,-0.06602010768576609,0.000627798802532219,119.420256203413
0.1,-0.04046530638374192,0.0012327813764356041,-86.43613300919533
0.2,-0.033700038855232387,0.0012707614155521034,-25.846036237478256
0.3,-0.03210906067253365,0.0021172058713852557,93.28654517531395
0.4,-0.030347931415665625,0.0012840839130667811,112.27368971109391
0.5,-0.02897643350721334,0.0016264974264826888,111.4714268565178
0.6,-0.02715170481945079,0.0011738777980881616,110.28253843784333
0.7,-0.027561283007728622,0.0015871483837751634,108.7222083568573
0.8,-0.027164326562735562,0.0012577070620954076,107.70769276618958
0.9,-0.02715717640825311,0.00135057633817623,106.4944961130619
1.0,-0.0280411605166484,0.0016390481768835132,105.30481614470482
