Lambda,Average Penalty,Standard Deviation,Average Reward
0.1,-0.04309714533561884,0.0,117.7031574845314
0.2,-0.038887150230861846,0.0,115.12065470218658
0.3,-0.03829138162659436,0.0,112.83462446928024
0.4,-0.03647428057914556,0.0,112.13406628370285
0.6,-0.024520161675243842,0.0,110.93231827020645
0.7,-0.01891140788793564,0.0,110.22558569908142
0.8,-0.019969631182520015,0.0,109.0703553557396
0.9,-0.022603926135272515,0.0,108.15902751684189
