Lambda,Average Penalty,Penalty StdDev,Average Reward
0.1,-0.04670222292160806,0.005638117404078977,116.64611536562442
0.2,-0.042790196530086824,0.003070689963072336,114.75415125787258
0.3,-0.0410409200029396,0.0030852446390947225,93.17885661423206
0.4,-0.038159666113424376,0.0029572381613698255,91.4731710910797
0.6,-0.026812765033100167,0.0021540120741883836,100.2377161592245
0.7,-0.026477484600916517,0.002064047262404713,99.06407080590725
0.8,-0.02686276974788343,0.0027936602016907903,97.91454420387745
0.9,-0.026798273905471164,0.0019247355310285112,86.75131745040417
