Lambda,Average Penalty,Standard Deviation,Average Reward
0.0,-0.06481128079550606,0.0,120.10007458925247
0.1,-0.040509860766561406,0.0,-85.97723978757858
0.2,-0.037179104591670786,0.0,-86.66670787334442
0.3,-0.03681640326976776,0.0,-87.33734422922134
0.4,-0.0329899275025656,0.0,112.87261432409286
0.5,-0.03006451725959778,0.0,110.64504045248032
0.6,-0.03079072541968767,0.0,110.27420371770859
0.7,-0.029152352185476394,0.0,109.23902624845505
0.8,-0.028362973034381865,0.0,107.51451170444489
0.9,-0.02646740124775813,0.0,107.08848387002945
1.0,-0.029285647367176256,0.0,104.45872813463211
