Lambda,Average Penalty,Standard Deviation,Average Reward
0.0,-0.06511660275005159,0.0,119.82566487789154
0.1,-0.03646689142499651,0.0,-86.69313883781433
0.2,-0.03320396429783589,0.0,-87.11945855617523
0.3,-0.03216253794156588,0.0,-88.05774587392807
0.4,-0.03190748358881751,0.0,112.85647600889206
0.5,-0.02541598750323784,0.0,111.59389394521713
0.6,-0.025441604416544843,0.0,110.7676510810852
0.7,-0.02457682341337204,0.0,109.68826568126678
0.8,-0.024855043643560164,0.0,108.19336169958115
0.9,-0.02667431569680935,0.0,106.62387746572495
1.0,-0.026032623648643494,0.0,105.57662200927734
