Lambda,Average Penalty,Standard Deviation,Average Reward
0.0,-0.06660374054094641,0.0,119.24370056390762
0.1,-0.03917157005619358,0.0,-86.2184219956398
0.2,-0.03281676285975688,0.0,-86.60199737548828
0.3,-0.032019812886307876,0.0,113.97298073768616
0.4,-0.029931350832893736,0.0,112.09721547365189
0.5,-0.02413284182548523,0.0,111.82016569375992
0.6,-0.026872386766034505,0.0,111.03653132915497
0.7,-0.0244608694001248,0.0,108.9927790760994
0.8,-0.026400360465049743,0.0,107.84701496362686
0.9,-0.028759472426914033,0.0,106.43896353244781
1.0,-0.028579607605934143,0.0,104.65887129306793
