Lambda,Average Penalty,Standard Deviation,Average Reward
0.0,-0.06519591063261032,0.0,118.75422376394272
0.1,-0.03967721925841437,0.0,-86.37902343273163
0.2,-0.04046743010219775,0.0,-87.67888861894608
0.3,-0.033126700255605906,0.0,-89.13326025009155
0.4,-0.03488884787810476,0.0,-90.14409202337265
0.5,-0.03394131980291227,0.0,-89.76986736059189
0.6,-0.0318351874226018,0.0,-91.72169232368469
0.7,-0.030990103880564373,0.0,108.27060186862946
0.8,-0.03298302292823792,0.0,106.33875465393066
0.9,-0.031051450967788698,0.0,-94.47092598676682
1.0,-0.03428871333599091,0.0,103.09408897161484
