Lambda,Average Penalty,Standard Deviation,Average Reward
0.0,-0.06602848054123911,0.0006737539612348957,119.84732743104298
0.1,-0.039235315640185196,0.001917766097565666,-86.16125313440959
0.2,-0.03735427253002482,0.000922894026246339,-85.74762014547984
0.3,-0.033224945470818085,0.0006623700259679932,-20.823726773262024
0.4,-0.03188943603011065,0.0012864207881513247,45.310318410396576
0.5,-0.02688358841226676,0.0011800188125370631,111.31375555197398
0.6,-0.02564834870613983,0.0013638381754130767,110.47439670562744
0.7,-0.02728361308346546,0.0008063072548805413,109.13727992773056
0.8,-0.027488172376330517,0.0022874479063368703,107.59050605694453
0.9,-0.027955879403849082,0.0008837460684611746,106.59642012914021
1.0,-0.027197701078757908,0.0009111660097541011,105.36840375264485
