Lambda,Average Penalty,Standard Deviation,Average Reward
0.0,-0.06639180823070247,0.0,119.18609780073166
0.1,-0.03792036090578352,0.0,-86.92112708091736
0.2,-0.034585838516553245,0.0,-87.85287684202194
0.3,-0.03201871012386523,0.0,-87.81363475322723
0.4,-0.03040502071380615,0.0,-88.57017612457275
0.5,-0.027398082613945007,0.0,111.33161944150925
0.6,-0.0306169543155404,0.0,-90.18406522274017
0.7,-0.026323446860680215,0.0,109.1182182431221
0.8,-0.027791271607081097,0.0,108.38920921087265
0.9,-0.02589735006674742,0.0,106.80035096406937
1.0,-0.028208211446419742,0.0,104.688023686409
