Lambda,Average Penalty,Standard Deviation,Average Reward
0.0,-0.06472021205858751,0.0,120.8559941649437
0.1,-0.04043096456772242,0.0,-85.40071630477905
0.2,-0.03353668709059019,0.0,-87.13187676668167
0.3,-0.03159782290458679,0.0,-87.55277717113495
0.4,-0.02892919687124399,0.0,-88.37674337625504
0.5,-0.03112797958906307,0.0,111.16692680120468
0.6,-0.029024214971633183,0.0,110.08711564540863
0.7,-0.026249395310878755,0.0,109.46370857954025
0.8,-0.027948449552059173,0.0,107.45424741506577
0.9,-0.025828789442013472,0.0,107.04786264896393
1.0,-0.028443129439102977,0.0,104.50212043523788
