Lambda,Average Penalty,Standard Deviation,Average Reward
0.0,-0.06704120228930217,0.0,119.41115349531174
0.1,-0.03472785739337697,0.0,-87.43716168403625
0.2,-0.032674516240755715,0.0,-88.02781689167023
0.3,-0.034731099009513856,0.0,-87.7052218914032
0.4,-0.028071714074988114,0.0,-88.51887708902359
0.5,-0.027921502079282488,0.0,111.8534688949585
0.6,-0.02812035693678745,0.0,110.9658145904541
0.7,-0.02808073235721123,0.0,109.39208114147186
0.8,-0.027485604693249958,0.0,107.9138890504837
0.9,-0.028195106669476156,0.0,105.72350800037384
1.0,-0.0297018364071846,0.0,104.54128706455231
