Lambda,Average Penalty,Penalty StdDev,Average Reward
0.1,-0.04608374402178609,0.0,-64.14669472575187
0.2,-0.04302347092832319,0.0,-65.96210280656814
0.3,-0.04170546833914167,0.0,33.014589202404025
0.4,-0.04025128606615264,0.0,111.29291212558746
0.6,-0.022535681239212582,0.0,111.15122049450875
0.7,-0.02382384877899621,0.0,112.64923352599143
0.8,-0.024386613244660606,0.0,112.51391676664352
0.9,-0.026088660603626697,0.0,111.10687098503112
