Lambda,Average Penalty,Standard Deviation,Average Reward
2,-0.016697235,0.0077288095,-4.912480252142996
3,-0.0111729335,0.005419402,-6.840990791097283
4,-0.011195923,0.004926349,-7.788611256983131
