Lambda,Average Penalty,Penalty StdDev,Average Reward
2,-0.016881978,0.00018350624,-4.916120786346728
3,-0.011735414,0.0006539945,-6.646327523172369
4,-0.011254355,0.0004140276,-7.613350429013371
